# X , Y , E Distribution=true
0
0.8,0.0225389,0.000365613
1,0.0275292,0.000391683
1.2,0.0319582,0.000412686
1.4,0.0360864,0.000431316
1.6,0.0386956,0.000453659
1.8,0.0420549,0.000477525
2,0.045377,0.000506936
2.2,0.0486877,0.000535622
2.4,0.0526728,0.000569819
2.6,0.0569472,0.000606962
2.8,0.0625821,0.000645259
3,0.0683986,0.000682124
3.2,0.0739913,0.000719114
3.4,0.0798143,0.000756004
3.6,0.085648,0.000793581
3.8,0.0909279,0.000829749
4,0.0973016,0.000866334
4.2,0.102141,0.000901545
4.4,0.107853,0.000936261
4.6,0.11334,0.000968632
4.8,0.118292,0.000999944
5,0.123513,0.00103268
5.2,0.128714,0.00106479
5.4,0.134435,0.00109862
5.6,0.141092,0.00113394
5.8,0.147654,0.00117452
6,0.154641,0.00121613
6.2,0.1625,0.00125766
6.4,0.169638,0.00129673
6.6,0.177161,0.00133799
6.8,0.184073,0.00137699
7,0.19055,0.00141405
7.2,0.197162,0.00144643
7.4,0.202917,0.00147647
7.6,0.208409,0.00150755
7.8,0.213309,0.00153677
8,0.217864,0.00156566
8.2,0.221916,0.00159565
8.4,0.225787,0.00162757
8.6,0.229141,0.00165711
8.8,0.23107,0.00168779
9,0.232997,0.00172044
9.2,0.235839,0.00175273
9.4,0.237777,0.00178465
9.6,0.24194,0.00182496
9.8,0.245778,0.001862
10,0.249868,0.00190144
10.2,0.255342,0.00194409
10.4,0.261798,0.0019916
10.6,0.270355,0.00204621
10.8,0.282132,0.00211068
11,0.292408,0.0021718
11.2,0.303809,0.00223626
11.4,0.313688,0.00229768
11.6,0.322236,0.00235081
11.8,0.32787,0.00239311
12,0.329511,0.00242662
12.2,0.326865,0.00244599
12.4,0.323469,0.00246188
12.6,0.318146,0.00247325
12.8,0.311318,0.00248245
13,0.307391,0.00249978
13.2,0.303569,0.00252583
13.4,0.300222,0.00255095
13.6,0.299601,0.00258392
13.8,0.299193,0.00261694
14,0.300111,0.00265738
14.2,0.300777,0.00269934
14.4,0.300412,0.00274137
14.6,0.303162,0.00277929
14.8,0.307349,0.00282586
15,0.309612,0.00287338
15.2,0.310981,0.00291959
15.4,0.31134,0.00295749
15.6,0.316062,0.00300582
15.8,0.318659,0.00304918
16,0.317943,0.00308853
16.2,0.318723,0.00313586
16.4,0.31781,0.00317795
16.6,0.317377,0.00321976
16.8,0.318588,0.00327507
17,0.317291,0.00332362
17.2,0.319873,0.00338399
17.4,0.323238,0.00345405
17.6,0.321469,0.00351166
17.8,0.324031,0.00358097
18,0.325525,0.00365128
18.2,0.32784,0.00371655
18.4,0.330953,0.00379442
18.6,0.327259,0.00386659
18.8,0.326991,0.00393798
19,0.329855,0.00402775
19.2,0.330767,0.00411179
19.4,0.329923,0.00418015
19.6,0.329403,0.00425725
19.8,0.326841,0.00431321
20,0.32995,0.00436367
20.2,0.327099,0.00440109
20.4,0.326698,0.00442929
20.6,0.324942,0.00444393
20.8,0.327863,0.0044748
21,0.325348,0.00449572
21.2,0.324876,0.00452444
21.4,0.325477,0.00455223
21.6,0.327154,0.00458735
21.8,0.323948,0.00461436
22,0.328419,0.00465832
22.2,0.32596,0.00468429
22.4,0.329636,0.00471739
22.6,0.329328,0.00474013
22.8,0.328248,0.00476394
23,0.327386,0.00478569
23.2,0.331076,0.00480765
23.4,0.329437,0.00483038
23.6,0.333658,0.00486836
23.8,0.336169,0.00489541
24,0.339699,0.00492541
24.2,0.341685,0.00495863
24.4,0.347481,0.00498553
24.6,0.350429,0.00501312
24.8,0.349815,0.00502352
25,0.350955,0.00503683
25.2,0.34741,0.00505529
25.4,0.349287,0.005083
25.6,0.350778,0.00509741
25.8,0.352372,0.00514016
26,0.357045,0.00517965
26.2,0.361346,0.00523232
26.4,0.362553,0.00529323
26.6,0.370393,0.00535842
26.8,0.374511,0.00542679
27,0.377445,0.00550365
27.2,0.377282,0.00555956
27.4,0.37804,0.00562974
27.6,0.380942,0.00569543
27.8,0.382574,0.00574041
28,0.380814,0.00575784
28.2,0.381993,0.00579351
28.4,0.378918,0.0058139
28.6,0.381215,0.00583104
28.8,0.381719,0.00583509
29,0.384642,0.00582496
29.2,0.385172,0.00580678
29.4,0.391029,0.00580703
29.6,0.389671,0.00578489
29.8,0.392285,0.00576138
30,0.393974,0.00574133
30.2,0.392327,0.00571562
30.4,0.38545,0.00570368
30.6,0.383361,0.0056958
30.8,0.374077,0.00568294
31,0.372348,0.00564429
31.2,0.370449,0.00563762
31.4,0.366535,0.0056274
31.6,0.368787,0.00563027
31.8,0.369714,0.00562629
32,0.370129,0.00563031
32.2,0.369909,0.00564176
32.4,0.37057,0.0056691
32.6,0.370025,0.00567736
32.8,0.36958,0.00570827
33,0.361807,0.00570538
33.2,0.359961,0.00571668
33.4,0.356181,0.00572574
33.6,0.357072,0.00573865
33.8,0.356375,0.00575633
34,0.355027,0.00577936
34.2,0.357435,0.00580102
34.4,0.354475,0.00582701
34.6,0.352969,0.00585891
34.8,0.351241,0.00588728
35,0.34785,0.00591828
35.2,0.344669,0.00595874
35.4,0.341011,0.00598314
35.6,0.332134,0.00600362
35.8,0.332201,0.00604014
36,0.331342,0.00605698
36.2,0.332487,0.00609158
36.4,0.333132,0.00610449
36.6,0.332843,0.00612025
36.8,0.334187,0.00614629
37,0.336828,0.0061648
37.2,0.339507,0.00620654
37.4,0.336847,0.00622275
37.6,0.337716,0.00624167
37.8,0.3361,0.006265
