# X , Y , E Distribution=true
0
0.8,0.0265102,0.00047266
1,0.0320963,0.000505536
1.2,0.0369181,0.000531506
1.4,0.0420859,0.000554655
1.6,0.0453757,0.000580876
1.8,0.0492488,0.000608864
2,0.0530607,0.000645825
2.2,0.056868,0.000682489
2.4,0.0619073,0.000724987
2.6,0.0681149,0.000771952
2.8,0.074209,0.000820748
3,0.0808336,0.000867494
3.2,0.0875908,0.000914261
3.4,0.094472,0.000961462
3.6,0.100907,0.00100634
3.8,0.106675,0.00105064
4,0.112667,0.00109612
4.2,0.118511,0.00113899
4.4,0.124597,0.00118127
4.6,0.130939,0.00122232
4.8,0.137081,0.00126011
5,0.143871,0.00129748
5.2,0.151181,0.00133904
5.4,0.159791,0.00138113
5.6,0.166993,0.00142307
5.8,0.174833,0.00147186
6,0.183269,0.00152124
6.2,0.192607,0.00157357
6.4,0.202683,0.00162662
6.6,0.212188,0.00167484
6.8,0.219205,0.00172322
7,0.227514,0.00176831
7.2,0.234436,0.00180906
7.4,0.240166,0.00184435
7.6,0.246133,0.00187791
7.8,0.250938,0.00191108
8,0.25432,0.00194577
8.2,0.258835,0.00198
8.4,0.262574,0.0020156
8.6,0.267406,0.00205153
8.8,0.271794,0.00209225
9,0.274302,0.00212837
9.2,0.27635,0.002163
9.4,0.280906,0.00220531
9.6,0.284594,0.00224784
9.8,0.290192,0.00229453
10,0.294806,0.00233819
10.2,0.300581,0.00238975
10.4,0.308297,0.00245229
10.6,0.320755,0.00252808
10.8,0.332461,0.00260385
11,0.344671,0.00268257
11.2,0.356165,0.00275955
11.4,0.369617,0.00283897
11.6,0.379457,0.00290482
11.8,0.38484,0.00295352
12,0.385906,0.00298689
12.2,0.384039,0.00301047
12.4,0.381,0.00302649
12.6,0.374069,0.00303305
12.8,0.364329,0.00303712
13,0.355898,0.00304508
13.2,0.353,0.0030684
13.4,0.348494,0.00309535
13.6,0.346289,0.00312771
13.8,0.345686,0.0031611
14,0.347542,0.00321237
14.2,0.348443,0.00326039
14.4,0.353626,0.00332096
14.6,0.355909,0.00337894
14.8,0.357714,0.00343595
15,0.362317,0.00349531
15.2,0.362444,0.00355285
15.4,0.364073,0.00360197
15.6,0.367819,0.00365123
15.8,0.366026,0.00369278
16,0.367787,0.00374118
16.2,0.371655,0.00379477
16.4,0.369205,0.00383761
16.6,0.369651,0.00388671
16.8,0.371713,0.00394419
17,0.374127,0.00401844
17.2,0.372895,0.00408185
17.4,0.371565,0.0041457
17.6,0.369224,0.00421318
17.8,0.369331,0.004296
18,0.372644,0.00438548
18.2,0.372408,0.00446899
18.4,0.370452,0.00453755
18.6,0.37737,0.00463127
18.8,0.377751,0.00471783
19,0.38066,0.00482323
19.2,0.378496,0.0049126
19.4,0.37885,0.00499756
19.6,0.378924,0.00508606
19.8,0.377663,0.0051587
20,0.373689,0.00522323
20.2,0.375418,0.00527699
20.4,0.375412,0.00530844
20.6,0.379277,0.00533412
20.8,0.37704,0.00536502
21,0.373982,0.0053838
21.2,0.374645,0.00541177
21.4,0.375978,0.0054341
21.6,0.376017,0.00547218
21.8,0.376403,0.00550198
22,0.382236,0.00554956
22.2,0.382535,0.0055711
22.4,0.382303,0.00559951
22.6,0.381547,0.00563155
22.8,0.384355,0.00566487
23,0.381459,0.00568169
23.2,0.380189,0.00570582
23.4,0.377697,0.00572544
23.6,0.378212,0.00575438
23.8,0.383776,0.00578604
24,0.387794,0.00582379
24.2,0.38769,0.00584218
24.4,0.394205,0.00589024
24.6,0.393974,0.00591485
24.8,0.39465,0.00593444
25,0.399688,0.00595246
25.2,0.400132,0.00596975
25.4,0.404581,0.00598312
25.6,0.410284,0.00602637
25.8,0.410875,0.00605106
26,0.414502,0.00609255
26.2,0.417055,0.00614559
26.4,0.422455,0.00622524
26.6,0.426946,0.00629185
26.8,0.426556,0.00636968
27,0.427916,0.00644083
27.2,0.432263,0.0065288
27.4,0.438973,0.00661479
27.6,0.437207,0.00667924
27.8,0.435397,0.00672597
28,0.439853,0.00678211
28.2,0.442876,0.00681109
28.4,0.442678,0.00681925
28.6,0.439648,0.00680118
28.8,0.432782,0.00677929
29,0.434268,0.00674549
29.2,0.43718,0.0067216
29.4,0.427268,0.00668422
29.6,0.420256,0.00664955
29.8,0.415377,0.00662453
30,0.411325,0.00659576
30.2,0.411728,0.00656796
30.4,0.408291,0.00656447
30.6,0.403316,0.00655178
30.8,0.408272,0.00653516
31,0.412504,0.00654327
31.2,0.412536,0.00653007
31.4,0.417356,0.00652566
31.6,0.419865,0.00651683
31.8,0.419835,0.00651476
32,0.418172,0.00649111
32.2,0.414793,0.00649574
32.4,0.40896,0.00647097
32.6,0.409159,0.00648589
32.8,0.406171,0.00651424
33,0.402011,0.00652864
33.2,0.402455,0.00654519
